user_id,date,session_id,value
12711,1/2/2006,1367,22
12712,1/3/2006,1368,29
12713,1/4/2006,1369,99
12714,1/5/2006,1370,33
12715,1/6/2006,1371,11
12716,1/7/2006,1372,48
12717,1/8/2006,1373,46
12718,1/9/2006,1374,6
12719,1/10/2006,1375,36
12720,1/11/2006,1376,45
12721,1/12/2006,1377,27
12722,1/13/2006,1378,78
12723,1/14/2006,1379,81
12724,1/15/2006,1380,81
12725,1/16/2006,1381,43
12726,1/17/2006,1382,70
12727,1/18/2006,1383,44
12728,1/19/2006,1384,91
12729,1/20/2006,1385,57
12730,1/21/2006,1386,12
12731,1/22/2006,1387,87
12732,1/23/2006,1388,64
12733,1/24/2006,1389,70
12734,1/25/2006,1390,99
12735,1/26/2006,1391,17
12736,1/27/2006,1392,95
12737,1/28/2006,1393,92
12738,1/29/2006,1394,43
12739,1/30/2006,1395,22
12740,1/31/2006,1396,60
12741,2/1/2006,1397,64
12742,2/2/2006,1398,19
12743,2/3/2006,1399,93
12744,2/4/2006,1400,6
12745,2/5/2006,1401,9
12746,2/6/2006,1402,47
12747,2/7/2006,1403,99
12748,2/8/2006,1404,41
12749,2/9/2006,1405,24
12750,2/10/2006,1406,57
12751,2/11/2006,1407,53
12752,2/12/2006,1408,98
12753,2/13/2006,1409,51
12754,2/14/2006,1410,46
12755,2/15/2006,1411,81
12756,2/16/2006,1412,97
12757,2/17/2006,1413,95
12758,2/18/2006,1414,51
12759,2/19/2006,1415,20
12760,2/20/2006,1416,4
12761,2/21/2006,1417,34
12762,2/22/2006,1418,18
12763,2/23/2006,1419,63
12764,2/24/2006,1420,75
12765,2/25/2006,1421,88
12766,2/26/2006,1422,4
12767,2/27/2006,1423,49
12768,2/28/2006,1424,43
12769,3/1/2006,1425,67
12770,3/2/2006,1426,1
12771,3/3/2006,1427,15
12772,3/4/2006,1428,60
12773,3/5/2006,1429,1
12774,3/6/2006,1430,76
12775,3/7/2006,1431,49
12776,3/8/2006,1432,53
12777,3/9/2006,1433,83
12778,3/10/2006,1434,99
12779,3/11/2006,1435,22
12780,3/12/2006,1436,55
12781,3/13/2006,1437,29
12782,3/14/2006,1438,29
12783,3/15/2006,1439,22
12784,3/16/2006,1440,22
12785,3/17/2006,1441,17
12786,3/18/2006,1442,45
12787,3/19/2006,1443,44
12788,3/20/2006,1444,81
12789,3/21/2006,1445,50
12790,3/22/2006,1446,18
12791,3/23/2006,1447,40
12792,3/24/2006,1448,73
12793,3/25/2006,1449,91
12794,3/26/2006,1450,3
12795,3/27/2006,1451,54
12796,3/28/2006,1452,83
12797,3/29/2006,1453,99
12798,3/30/2006,1454,72
12799,3/31/2006,1455,98
12800,4/1/2006,1456,73
12801,4/2/2006,1457,47
12802,4/3/2006,1458,86
12803,4/4/2006,1459,35
12804,4/5/2006,1460,94
12805,4/6/2006,1461,40
12806,4/7/2006,1462,18
12807,4/8/2006,1463,44
12808,4/9/2006,1464,75
12809,4/10/2006,1465,43
12810,4/11/2006,1466,78
12811,4/12/2006,1467,70
12812,4/13/2006,1468,51
12813,4/14/2006,1469,43
12814,4/15/2006,1470,31
12815,4/16/2006,1471,16
12816,4/17/2006,1472,89
12817,4/18/2006,1473,68
12818,4/19/2006,1474,47
12819,4/20/2006,1475,48
12820,4/21/2006,1476,85
12821,4/22/2006,1477,21
12822,4/23/2006,1478,9
12823,4/24/2006,1479,76
12824,4/25/2006,1480,66
12825,4/26/2006,1481,60
12826,4/27/2006,1482,45
12827,4/28/2006,1483,96
12828,4/29/2006,1484,98
12829,4/30/2006,1485,74
12830,5/1/2006,1486,95
12831,5/2/2006,1487,30
12832,5/3/2006,1488,73
12833,5/4/2006,1489,17
12834,5/5/2006,1490,41
12835,5/6/2006,1491,77
12836,5/7/2006,1492,40
12837,5/8/2006,1493,12
12838,5/9/2006,1494,18
12839,5/10/2006,1495,65
12840,5/11/2006,1496,60
12841,5/12/2006,1497,57
12842,5/13/2006,1498,39
12843,5/14/2006,1499,57
12844,5/15/2006,1500,47
12845,5/16/2006,1501,85
12846,5/17/2006,1502,48
12847,5/18/2006,1503,44
12848,5/19/2006,1504,94
12849,5/20/2006,1505,19
12850,5/21/2006,1506,60
12851,5/22/2006,1507,22
12852,5/23/2006,1508,91
12853,5/24/2006,1509,49
12854,5/25/2006,1510,73
12855,5/26/2006,1511,5
12856,5/27/2006,1512,99
12857,5/28/2006,1513,16
12858,5/29/2006,1514,50
12859,5/30/2006,1515,75
12860,5/31/2006,1516,5
12861,6/1/2006,1517,87
12862,6/2/2006,1518,86
12863,6/3/2006,1519,4
12864,6/4/2006,1520,68
12865,6/5/2006,1521,92
12866,6/6/2006,1522,0
12867,6/7/2006,1523,37
12868,6/8/2006,1524,90
12869,6/9/2006,1525,33
12870,6/10/2006,1526,96
12871,6/11/2006,1527,58
12872,6/12/2006,1528,53
12873,6/13/2006,1529,21
12874,6/14/2006,1530,60
12875,6/15/2006,1531,53
12876,6/16/2006,1532,80
12877,6/17/2006,1533,82
12878,6/18/2006,1534,49
12879,6/19/2006,1535,97
12880,6/20/2006,1536,23
12881,6/21/2006,1537,60
12882,6/22/2006,1538,19
12883,6/23/2006,1539,77
12884,6/24/2006,1540,25
12885,6/25/2006,1541,93
12886,6/26/2006,1542,89
12887,6/27/2006,1543,54
12888,6/28/2006,1544,24
12889,6/29/2006,1545,80
12890,6/30/2006,1546,98
12891,7/1/2006,1547,50
12892,7/2/2006,1548,67
12893,7/3/2006,1549,72
12894,7/4/2006,1550,54
12895,7/5/2006,1551,43
12896,7/6/2006,1552,83
12897,7/7/2006,1553,7
12898,7/8/2006,1554,100
12899,7/9/2006,1555,31
12900,7/10/2006,1556,28
12901,7/11/2006,1557,72
12902,7/12/2006,1558,16
12903,7/13/2006,1559,93
12904,7/14/2006,1560,26
12905,7/15/2006,1561,87
12906,7/16/2006,1562,58
12907,7/17/2006,1563,37
12908,7/18/2006,1564,43
12909,7/19/2006,1565,15
12910,7/20/2006,1566,6
12911,7/21/2006,1567,22
12912,7/22/2006,1568,23
12913,7/23/2006,1569,73
12914,7/24/2006,1570,61
12915,7/25/2006,1571,0
12916,7/26/2006,1572,35
12917,7/27/2006,1573,1
12918,7/28/2006,1574,16
12919,7/29/2006,1575,57
12920,7/30/2006,1576,29
12921,7/31/2006,1577,95
12922,8/1/2006,1578,35
12923,8/2/2006,1579,12
12924,8/3/2006,1580,93
12925,8/4/2006,1581,86
12926,8/5/2006,1582,6
12927,8/6/2006,1583,34
12928,8/7/2006,1584,32
12929,8/8/2006,1585,36
12930,8/9/2006,1586,5
12931,8/10/2006,1587,12
12932,8/11/2006,1588,9
12933,8/12/2006,1589,24
12934,8/13/2006,1590,46
12935,8/14/2006,1591,41
12936,8/15/2006,1592,93
12937,8/16/2006,1593,69
12938,8/17/2006,1594,84
12939,8/18/2006,1595,80
12940,8/19/2006,1596,53
12941,8/20/2006,1597,33
12942,8/21/2006,1598,41
12943,8/22/2006,1599,79
12944,8/23/2006,1600,67
12945,8/24/2006,1601,49
12946,8/25/2006,1602,94
12947,8/26/2006,1603,44
12948,8/27/2006,1604,25
12949,8/28/2006,1605,80
12950,8/29/2006,1606,12
12951,8/30/2006,1607,74
12952,8/31/2006,1608,76
12953,9/1/2006,1609,72
12954,9/2/2006,1610,67
12955,9/3/2006,1611,18
12956,9/4/2006,1612,92
12957,9/5/2006,1613,60
12958,9/6/2006,1614,12
12959,9/7/2006,1615,59
12960,9/8/2006,1616,99
12961,9/9/2006,1617,56
12962,9/10/2006,1618,37
12963,9/11/2006,1619,28
12964,9/12/2006,1620,19
12965,9/13/2006,1621,60
12966,9/14/2006,1622,41
12967,9/15/2006,1623,18
12968,9/16/2006,1624,28
12969,9/17/2006,1625,91
12970,9/18/2006,1626,50
12971,9/19/2006,1627,55
12972,9/20/2006,1628,70
12973,9/21/2006,1629,18
12974,9/22/2006,1630,7
12975,9/23/2006,1631,19
12976,9/24/2006,1632,2
12977,9/25/2006,1633,50
12978,9/26/2006,1634,51
12979,9/27/2006,1635,66
12980,9/28/2006,1636,16
12981,9/29/2006,1637,87
12982,9/30/2006,1638,56
12983,10/1/2006,1639,97
12984,10/2/2006,1640,75
12985,10/3/2006,1641,98
12986,10/4/2006,1642,28
12987,10/5/2006,1643,66
12988,10/6/2006,1644,71
12989,10/7/2006,1645,57
12990,10/8/2006,1646,6
12991,10/9/2006,1647,23
12992,10/10/2006,1648,50
12993,10/11/2006,1649,99
12994,10/12/2006,1650,25
12995,10/13/2006,1651,69
12996,10/14/2006,1652,2
12997,10/15/2006,1653,21
12998,10/16/2006,1654,5
12999,10/17/2006,1655,54
13000,10/18/2006,1656,51
13001,10/19/2006,1657,74
13002,10/20/2006,1658,9
13003,10/21/2006,1659,45
13004,10/22/2006,1660,53
13005,10/23/2006,1661,26
13006,10/24/2006,1662,81
13007,10/25/2006,1663,36
13008,10/26/2006,1664,68
13009,10/27/2006,1665,96
13010,10/28/2006,1666,28
13011,10/29/2006,1667,28
13012,10/30/2006,1668,84
13013,10/31/2006,1669,35
13014,11/1/2006,1670,3
13015,11/2/2006,1671,48
13016,11/3/2006,1672,27
13017,11/4/2006,1673,8
13018,11/5/2006,1674,54
13019,11/6/2006,1675,74
13020,11/7/2006,1676,41
13021,11/8/2006,1677,95
13022,11/9/2006,1678,63
13023,11/10/2006,1679,60
13024,11/11/2006,1680,30
13025,11/12/2006,1681,22
13026,11/13/2006,1682,54
13027,11/14/2006,1683,32
13028,11/15/2006,1684,93
13029,11/16/2006,1685,40
13030,11/17/2006,1686,73
13031,11/18/2006,1687,66
13032,11/19/2006,1688,18
13033,11/20/2006,1689,2
13034,11/21/2006,1690,49
13035,11/22/2006,1691,98
13036,11/23/2006,1692,75
13037,11/24/2006,1693,100
13038,11/25/2006,1694,4
13039,11/26/2006,1695,41
13040,11/27/2006,1696,2
13041,11/28/2006,1697,90
13042,11/29/2006,1698,84
13043,11/30/2006,1699,11
13044,12/1/2006,1700,21
13045,12/2/2006,1701,93
13046,12/3/2006,1702,27
13047,12/4/2006,1703,83
13048,12/5/2006,1704,22
13049,12/6/2006,1705,50
13050,12/7/2006,1706,32
13051,12/8/2006,1707,81
13052,12/9/2006,1708,36
13053,12/10/2006,1709,45
13054,12/11/2006,1710,77
13055,12/12/2006,1711,10
13056,12/13/2006,1712,84
13057,12/14/2006,1713,39
13058,12/15/2006,1714,62
13059,12/16/2006,1715,63
13060,12/17/2006,1716,55
13061,12/18/2006,1717,70
13062,12/19/2006,1718,38
13063,12/20/2006,1719,26
13064,12/21/2006,1720,56
13065,12/22/2006,1721,4
13066,12/23/2006,1722,31
13067,12/24/2006,1723,43
13068,12/25/2006,1724,40
13069,12/26/2006,1725,28
13070,12/27/2006,1726,92
13071,12/28/2006,1727,40
13072,12/29/2006,1728,4
13073,12/30/2006,1729,85
13074,12/31/2006,1730,84
13075,1/1/2007,1731,61
13076,1/2/2007,1732,34
13077,1/3/2007,1733,44
13078,1/4/2007,1734,60
13079,1/5/2007,1735,56
13080,1/6/2007,1736,85
13081,1/7/2007,1737,2
13082,1/8/2007,1738,10
13083,1/9/2007,1739,22
13084,1/10/2007,1740,75
13085,1/11/2007,1741,21
13086,1/12/2007,1742,41
13087,1/13/2007,1743,7
13088,1/14/2007,1744,60
13089,1/15/2007,1745,98
13090,1/16/2007,1746,95
13091,1/17/2007,1747,1
13092,1/18/2007,1748,50
13093,1/19/2007,1749,50
13094,1/20/2007,1750,92
13095,1/21/2007,1751,97
13096,1/22/2007,1752,58
13097,1/23/2007,1753,18
13098,1/24/2007,1754,44
13099,1/25/2007,1755,13
13100,1/26/2007,1756,92
13101,1/27/2007,1757,71
13102,1/28/2007,1758,10
13103,1/29/2007,1759,16
13104,1/30/2007,1760,36
13105,1/31/2007,1761,64
13106,2/1/2007,1762,98
13107,2/2/2007,1763,66
13108,2/3/2007,1764,95
13109,2/4/2007,1765,60
13110,2/5/2007,1766,53
13111,2/6/2007,1767,35
13112,2/7/2007,1768,48
13113,2/8/2007,1769,1
13114,2/9/2007,1770,51
13115,2/10/2007,1771,54
13116,2/11/2007,1772,70
13117,2/12/2007,1773,16
13118,2/13/2007,1774,6
13119,2/14/2007,1775,20
13120,2/15/2007,1776,94
13121,2/16/2007,1777,46
13122,2/17/2007,1778,47
13123,2/18/2007,1779,11
13124,2/19/2007,1780,75
13125,2/20/2007,1781,88
13126,2/21/2007,1782,4
13127,2/22/2007,1783,6
13128,2/23/2007,1784,79
13129,2/24/2007,1785,27
13130,2/25/2007,1786,40
13131,2/26/2007,1787,85
13132,2/27/2007,1788,35
13133,2/28/2007,1789,66
13134,3/1/2007,1790,0
13135,3/2/2007,1791,90
13136,3/3/2007,1792,65
13137,3/4/2007,1793,83
13138,3/5/2007,1794,38
13139,3/6/2007,1795,19
13140,3/7/2007,1796,96
13141,3/8/2007,1797,44
13142,3/9/2007,1798,35
13143,3/10/2007,1799,90
13144,3/11/2007,1800,63
13145,3/12/2007,1801,69
13146,3/13/2007,1802,53
13147,3/14/2007,1803,26
13148,3/15/2007,1804,84
13149,3/16/2007,1805,4
13150,3/17/2007,1806,94
13151,3/18/2007,1807,66
13152,3/19/2007,1808,76
13153,3/20/2007,1809,1
13154,3/21/2007,1810,9
13155,3/22/2007,1811,36
13156,3/23/2007,1812,58
13157,3/24/2007,1813,23
13158,3/25/2007,1814,13
13159,3/26/2007,1815,84
13160,3/27/2007,1816,15
13161,3/28/2007,1817,22
13162,3/29/2007,1818,19
13163,3/30/2007,1819,66
13164,3/31/2007,1820,57
13165,4/1/2007,1821,17
13166,4/2/2007,1822,97
13167,4/3/2007,1823,19
13168,4/4/2007,1824,3
13169,4/5/2007,1825,36
13170,4/6/2007,1826,5
13171,4/7/2007,1827,71
13172,4/8/2007,1828,37
13173,4/9/2007,1829,42
13174,4/10/2007,1830,90
13175,4/11/2007,1831,75
13176,4/12/2007,1832,34
13177,4/13/2007,1833,34
13178,4/14/2007,1834,74
13179,4/15/2007,1835,68
13180,4/16/2007,1836,32
13181,4/17/2007,1837,77
13182,4/18/2007,1838,24
13183,4/19/2007,1839,37
13184,4/20/2007,1840,60
13185,4/21/2007,1841,54
13186,4/22/2007,1842,84
13187,4/23/2007,1843,68
13188,4/24/2007,1844,37
13189,4/25/2007,1845,80
13190,4/26/2007,1846,35
13191,4/27/2007,1847,4
13192,4/28/2007,1848,19
13193,4/29/2007,1849,26
13194,4/30/2007,1850,65
13195,5/1/2007,1851,21
13196,5/2/2007,1852,19
13197,5/3/2007,1853,68
13198,5/4/2007,1854,33
13199,5/5/2007,1855,63
13200,5/6/2007,1856,29
13201,5/7/2007,1857,18
13202,5/8/2007,1858,99
13203,5/9/2007,1859,11
13204,5/10/2007,1860,95
13205,5/11/2007,1861,62
13206,5/12/2007,1862,64
13207,5/13/2007,1863,60
13208,5/14/2007,1864,51
13209,5/15/2007,1865,97
13210,5/16/2007,1866,73
13211,5/17/2007,1867,30
13212,5/18/2007,1868,82
13213,5/19/2007,1869,88
13214,5/20/2007,1870,56
13215,5/21/2007,1871,35
13216,5/22/2007,1872,13
13217,5/23/2007,1873,21
13218,5/24/2007,1874,74
13219,5/25/2007,1875,1
13220,5/26/2007,1876,18
13221,5/27/2007,1877,21
13222,5/28/2007,1878,33
13223,5/29/2007,1879,70
13224,5/30/2007,1880,83
13225,5/31/2007,1881,35
13226,6/1/2007,1882,77
13227,6/2/2007,1883,97
13228,6/3/2007,1884,17
13229,6/4/2007,1885,95
13230,6/5/2007,1886,32
13231,6/6/2007,1887,45
13232,6/7/2007,1888,67
13233,6/8/2007,1889,27
13234,6/9/2007,1890,63
13235,6/10/2007,1891,44
13236,6/11/2007,1892,99
13237,6/12/2007,1893,56
13238,6/13/2007,1894,9
13239,6/14/2007,1895,88
13240,6/15/2007,1896,66
13241,6/16/2007,1897,58
13242,6/17/2007,1898,73
13243,6/18/2007,1899,47
13244,6/19/2007,1900,85
13245,6/20/2007,1901,48
13246,6/21/2007,1902,37
13247,6/22/2007,1903,5
13248,6/23/2007,1904,25
13249,6/24/2007,1905,40
13250,6/25/2007,1906,16
13251,6/26/2007,1907,22
13252,6/27/2007,1908,36
13253,6/28/2007,1909,62
13254,6/29/2007,1910,41
13255,6/30/2007,1911,82
13256,7/1/2007,1912,4
13257,7/2/2007,1913,100
13258,7/3/2007,1914,79
13259,7/4/2007,1915,29
13260,7/5/2007,1916,50
13261,7/6/2007,1917,15
13262,7/7/2007,1918,59
13263,7/8/2007,1919,19
13264,7/9/2007,1920,2
13265,7/10/2007,1921,57
13266,7/11/2007,1922,91
13267,7/12/2007,1923,83
13268,7/13/2007,1924,29
13269,7/14/2007,1925,70
13270,7/15/2007,1926,26
13271,7/16/2007,1927,45
13272,7/17/2007,1928,93
13273,7/18/2007,1929,86
13274,7/19/2007,1930,15
13275,7/20/2007,1931,55
